31228,31263,31095,31164
31061,31120,30943,31007
31031,31031,30908,30943
30982,31071,30884,30977
30992,31219,30992,31219
31696,31957,31617,31785
31913,32130,31898,32120
32174,32336,32144,32326
32312,32376,32238,32287
32366,32464,32262,32317
32331,32440,32317,32386
32346,32469,32292,32366
32450,32484,32184,32238
32248,32410,32238,32410
32538,32568,32405,32509
32504,32553,32450,32450
32484,32548,32351,32474
32484,32499,32253,32253
32272,32519,32238,32474
32656,32686,32528,32572
32577,32982,32528,32898
33184,33440,33095,33440
33455,33474,33248,33322
33425,33474,33169,33396
33396,33425,33006,33262
33248,33381,33179,33228
33085,33445,33046,33327
33396,33415,33065,33233
33046,33208,33016,33144
33159,33277,32942,32972
32996,33026,32888,32947
32913,32913,32706,32745
32824,33021,32750,32957
33124,33351,32947,32947
33006,33065,32770,32804
32932,33026,32824,32878
33120,33253,33006,33080
33129,33134,32967,33021
33036,33090,32932,33090
33115,33124,32494,32528
32533,32701,32430,32617
32666,32779,32572,32602
32390,32503,32040,32070
32163,32213,32001,32060
32198,32400,32050,32400
32232,32568,32178,32489
32508,32508,32025,32025
32109,32124,31809,31922
32040,32104,31907,32020
32065,32094,31912,32060
32055,32085,31887,31951
32016,32223,31897,32203
32272,32676,32237,32237
32351,32425,32119,32183
32213,32272,32134,32223
32346,32503,32149,32232
32178,32306,32134,32144
32065,32124,31518,31518
31606,31744,31528,31671
31740,31932,31542,31542
31651,31912,31587,31912
31927,32346,31922,32311
32439,32533,32336,32454
32597,32696,32518,32592
32784,32799,32331,32336
32425,32775,32425,32775
32913,33051,32730,32996
32903,33139,32725,32863
32957,32972,32612,32651
32637,32686,32415,32484
32558,32627,32321,32543
32710,32779,32523,32617
32622,32937,32553,32873
32804,32893,32701,32794
32982,33070,32760,32819
32853,32932,32779,32844
32814,32814,32361,32508
32651,32947,32612,32947
32937,33139,32917,33001
32937,33317,32937,33258
33253,33391,33179,33391
33563,33800,33553,33617
33593,33662,33198,33198
33085,33711,33085,33223
33361,33420,33169,33233
33149,33179,32533,32592
32183,32341,31996,32247
31587,31843,31207,31789
32080,32089,30981,30985
30995,31350,30912,31247
30892,30951,30266,30419
30562,30892,30443,30759
30971,31350,30847,30995
31192,31478,31188,31399
31823,31833,31375,31562
31464,31478,31133,31197
31222,31414,31000,31360
31163,31252,31030,31153
31276,31641,31276,31641
31784,31799,31562,31695
31863,32006,31597,31597
31488,31641,31197,31237
30946,30956,30616,30798
30754,30808,30384,30394
30665,31015,30640,31005
31128,31345,30847,31045
31271,31360,31069,31360
31513,31971,31399,31720
32016,32099,31863,32001
31996,32149,31932,32149
31922,32129,31922,32124
32154,32262,31897,32237
32208,32247,31947,32178
32124,32178,31887,31947
31769,32099,31710,32099
32099,32198,32055,32104
32134,32395,32099,32227
31567,31641,31084,31153
31074,31424,30916,31424
31651,31671,31488,31557
31222,31237,30985,31168
31202,31488,31099,31424
31656,31735,31503,31503
31567,31744,31409,31429
31133,31365,31054,31365
31404,31419,30857,30882
31099,31464,31069,31311
31084,31247,30995,31158
31128,31419,31109,31375
31257,31498,31000,31404
31429,31537,31286,31306
31414,31488,31301,31301
31414,31562,31360,31508
31671,31695,31449,31533
31567,31656,31434,31488
31695,31947,31675,31838
31932,32080,31887,32016
31863,31942,31769,31804
31730,31843,31685,31784
31838,31848,31473,31606
31385,31449,31252,31404
31513,31922,31493,31799
32120,32315,31985,32090
32185,32305,32140,32300
32185,32250,32025,32070
31965,32065,31855,31960
31935,32015,31705,31705
31855,31925,31515,31560
31565,31620,31280,31455
31625,31730,31550,31670
31810,31985,31805,31865
31945,31975,31755,31800
31780,31845,31470,31510
31405,31695,31375,31610
31705,31815,31485,31495
31555,31610,31495,31595
